canonical_u,canonical_v,mine,mine_index,friend,friend_index
+++++++-+-+--+-+-+---++--+++----+--,++++++--++-++--+-++--+-+----++-+---,X,429,X,612
+++++++-+-+--+-+------++++--+--++--,++++--++---+-++---+-+++-+-++--+-+--,X,156,X,386
+++++++-+-+--+--++++-----+--+--++--,++++-+--+-+-+---+-++--+++--+++---+-,X,501,X,136
+++++++-+-+--+--++-+---++--++----+-,++++-+-+++-+-++----++--+--+++----+-,X,705,X,4
+++++++-+-+--+--++-+---++---++-+---,+++++--+---+-+---+--++++-++-+-++---,X,229,X,223
+++++++-+-+--+--+--++---+-+-+-++---,+++++--+---+--+-+--++-++++--+++----,X,597,X,240
+++++++-+-+--+---++-+-+---+-++--+--,+++++--+++---+++-+++--+--+--+-+----,X,588,X,346
+++++++-+-+--+----+---+-++-++++----,+++-+-+--++--+++---++-+---++-++--+-,X,307,X,378
+++++++-+-+---+++-++-+--+---+-+----,+++-++-+-++-++---+++-----++--++--+-,X,354,X,744
+++++++-+-+---+++---+--+-+--++--+--,++++-+++-++-+----++-+---+++-+--+---,X,190,X,774
+++++++-+-+---++--++-+------+++--+-,++++--+++--+--+-++-++--++-+-+-+----,X,698,X,766
+++++++-+-+---++--+--+--+++---+-+--,+++++--+-++-+-+-++++--+--++---+----,X,146,X,152
+++++++-+-+---+--++-+--+----++++---,+++-++-++--+-+----+-+-+++--+++--+--,X,40,X,428
+++++++-+-+---+--+-+--+--+++-+--+--,++++++--+++----++--++-+---+-+-++---,X,260,X,369
+++++++-+-+---+--+--++---+--++++---,++++-++-++----+--+++-+-+-+--+-++---,X,497,X,64
+++++++-+-+---+---+-++-+----++-++--,++++--++-----++-+++---++-+-+-++-+--,X,261,X,479
+++++++-+-+----++--++-+-----+++--+-,++++-+--+++--++----+-+-+-++-++--+--,X,724,X,732
+++++++-+-+----++--+--++--+---+++--,+++++-+---+-++++--++-+--+-+--+-+---,X,128,X,156
+++++++-+-+----+---++---+-+++-++---,++++--+-++----++-++-++-+-+-++--+---,X,228,X,365
+++++++-+-+----+---+--+-++-++-++---,+++-+++---+-+-++--+--+++-+--+++----,X,356,X,648
+++++++-+-+-----++-+---+-+++--++---,++++-+--+-+--+----+++-+-++--++-++--,X,696,X,249
+++++++-+-+------+++---+-+--++-++--,+++-++-+--+-+---+++-++-+---++-++---,X,218,X,598
+++++++-+-+------++-++----+-++-++--,+++-+-+---++-+--+-+++--++-+---+++--,X,343,X,505
+++++++-+-+------++----+++-+++--+--,++++--+--+-++-+--++--++-+-+-+-++---,X,134,X,669
+++++++-+--++++---++-+-+-+------+--,+++-++----+++-+-+--++--++-+--+-++--,X,428,X,517
+++++++-+--+++-+---++-+---++----+--,+++-+++-+-++-++---+-+--++-+-++-----,X,765,X,594
+++++++-+--+++-+---+-+-+--+----++--,+++++--++--+-+--+++--+-+++-+--+----,X,787,X,761
+++++++-+--+++-+----+-+---+++--+---,++++-++-+--+---+--++-+-+++---+-++--,X,321,X,659
+++++++-+--+++--+++-+-+----+--+----,++++-+--++-++--+--+-+-+++-+---++---,X,623,X,741
+++++++-+--+++--+-++-+---+--+---+--,++++--+-+++-+-++---++--+++-+-+-----,X,312,X,503
+++++++-+--+++--+-+-+-----++-+--+--,+++-++-+++----++--+++-+-+-++--+----,X,59,X,373
+++++++-+--+++--+-----++-+--++-+---,+++++-+-+--+---++---+++-++--+-+-+--,X,535,X,400
+++++++-+--+++---+-++-+--+---+--+--,++++-+++--+----+++---+-+-+-+++--+--,X,38,X,162
+++++++-+--+++---+-++-----++--+-+--,++++-+++----+--++-+++--+--+-+-+-+--,X,485,X,377
+++++++-+--+++----++-+-+-+--+---+--,++++-++---++-++--+-+-----+++-+-++--,X,566,X,142
+++++++-+--+++-----++-+--++---+-+--,+++++-+++---+--+++--+--+-+-+-+--+--,X,424,X,129
+++++++-+--++-+-+++--+---+---++----,++++-+-+++-+---++-+-++-+--++--+----,X,666,X,320
+++++++-+--++-+-+++---++-+-----+---,+++++--++-+--+-+-+-++---+--+++--+--,X,101,X,148
+++++++-+--++-+-++---+-+-+--+----+-,+++++--+++-+----++--+++---+-++--+--,X,176,X,634
+++++++-+--++-+-+-+--+-++------++--,+++++-+-+--+-+++-+--++--++---++----,X,756,X,14
+++++++-+--++-+-+--+----+++----++--,+++++-+-+-+--+---+-++-++--+++--+---,X,205,X,358
+++++++-+--++-+-+---++-+--++--+----,++++-+-++-----++---+--++++-+-+-++--,X,753,X,575
+++++++-+--++-+---++----+-++-+---+-,++++--+---+-++-+-+++-+++--+---++---,X,809,X,71
+++++++-+--++-+---+--++---++--+-+--,++++++-+----+-+-++-+---+++---+-++--,X,374,X,703
+++++++-+--++--++-+-++-----+-+---+-,++++--+---+--+++-+-++-+-++--+++----,X,564,X,473
+++++++-+--++--++-+--+-----++-+-+--,++++-+----++-++--+++-+-+-+----+++--,X,31,X,668
+++++++-+--++--++--+-+--+---+++----,++++++-++-+----+-+-+-+--++-+--++---,X,679,X,459
+++++++-+--++--+-+++---+---+--+--+-,++++-+--+---++-+-+---++++-+---+++--,X,194,X,33
+++++++-+--++--+-+--+-+-+-++--+----,+++++-+-++++--++----++-+---++--+---,X,413,X,182
+++++++-+--++---+++----+--++--+--+-,+++++--+++-++---+-+-+-+-++-+--+----,X,743,X,487
+++++++-+--++---++--+-++----+-+-+--,++++-++--++-++-+------+++-+-+-++---,X,74,X,820
+++++++-+--++---+----+-+++---++-+--,+++++--+--+---+-++-+-++--+++-+-+---,X,641,X,665
+++++++-+--++---+----+-+-+-++++----,+++-++--++--+-++-++-++-+-+---++----,X,130,X,254
+++++++-+--++----+++---+--++--+-+--,+++++-++-+---++-++---+-+-++----+-+-,X,577,X,723
+++++++-+--++----++-+-+--++-+-+----,+++-++-+++-+--+++-++----+---+-++---,X,473,X,661
+++++++-+--++----+---+-+-+-++-++---,+++++--+----+-++-++--++-+-+--+++---,X,694,X,125
+++++++-+--++----+---+-+-+-++-++---,++++-+----+-+-++-++--++++---++--+--,X,695,X,124
+++++++-+--++-----++-+---+++--++---,+++-++-+-+++-+----+--+-+++--+--+-+-,X,284,X,347
+++++++-+--+-+++--+-+-+---+---+-+--,++++--++----++-+-++-+++--++-++-----,X,381,X,535
+++++++-+--+-++-+++--++---+--+-----,+++++--+-+++---++--+-++---+-+-+-+--,X,227,X,639
+++++++-+--+-+-+---+-++----++--++--,+++++-++-+----++++--++---+-+-+--+--,X,208,X,96
+++++++-+--+-+-+----++----++++--+--,++++-++--++--+-++--+++-+-+-+----+--,X,519,X,276
+++++++-+--+--+++----+-++---+-+-+--,++++-+++---+-+--++-++--+----+-+++--,X,780,X,172
+++++++-+--+--++--+--+-+-+---+++---,++++-+-++++-+-----++-+-++--+---++--,X,717,X,573
+++++++-+--+--++---+-+-++-+--++----,+++++++--++-+-+--++---+-+---++-+---,X,593,X,75
+++++++-+--+--++----++-++---+-+-+--,++++-++-+-+-++--+-----+++--+++---+-,X,508,X,417
+++++++-+--+--++----+--+-+-+-+++---,++++-++--+++----+-++--+++-+--+---+-,X,331,X,175
+++++++-+--+--+-+++--++----+-+-+---,++++-++--++++-+--++--++-+----+-+---,X,733,X,538
+++++++-+--+--+-+-+-+--++----+++---,++++-+--++-++-+-+++--++--++------+-,X,72,X,221
+++++++-+--+--+-+---+-+++---++---+-,++++-+-+++--+-++-++-----++--++---+-,X,797,X,638
+++++++-+--+--+--++--++---++-+---+-,++++++-+-+---++--+-+--+-+---++++---,X,372,X,62
+++++++-+--+--+--+---++---++++---+-,++++-+-+-+++---+--+++--++-+---+--+-,X,589,X,149
+++++++-+--+--+---+-++---++++-+----,+++-+++-+-++-+--+++---+-+---+--++--,X,514,X,772
+++++++-+--+--+---+-+--+-+++--++---,+++++---++----+--++-+-+-++-+++-+---,X,419,X,18
+++++++-+--+---+++--++----++-+---+-,+++++-+-+-+--+-+----++-++---++-++--,X,118,X,140
+++++++-+--+---+-+-++---+----++++--,+++-+++-+---++--+-++-++---+-++-+---,X,630,X,292
+++++++-+--+---+-+----++-+-++--++--,++++-+--++--+-+---+-+++--++++----+-,X,592,X,183
+++++++-+--+----++--++---+++-+---+-,+++++--++--+--+--+-+--+-+-+-++++---,X,744,X,323
+++++++-+---++++--++--+-----+-+-+--,++++--++----+-++-+-++-++--++-+-+---,X,442,X,434
+++++++-+---++++---+--+-+---++--+--,++++-++-+-+----+++--++-+---+-+--++-,X,760,X,150
+++++++-+---+++-++-+---+--+----++--,++++-+-++-+-+---+++---+-+++--+--+--,X,680,X,106
+++++++-+---+++-+-++---+----+-+-+--,++++--+--++---++--+-+++-++-++-+----,X,50,X,688
+++++++-+---+++-+--+-++---+-+--+---,++++++-++-+--++-+---++--++---+-+---,X,410,X,10
+++++++-+---+++-+----++---+-++--+--,++++-+++-+---++-+-+-++-+--+----++--,X,396,X,692
+++++++-+---+++--++--+-+-+--+--+---,++++-+----+---+-+-++-++-++--++++---,X,775,X,17
+++++++-+---+++--+--+-+--+-+---++--,++++++-+---+---+-++--++-+--+-+++---,X,827,X,572
+++++++-+---+++----++-+-+-++----+--,+++++-+-+-++-+---+--+--+--+++--++--,X,268,X,458
+++++++-+---++-++-+---++--+----++--,+++++--+++-+-+-+----+++-+--+--+-+--,X,739,X,282
+++++++-+---++-+-+++---+----+--++--,+++++---+++-+-++--+--+--+-+-++-+---,X,327,X,341
+++++++-+---++-+-++----+-+---+-++--,++++-++----+++-++--++-+----++--+-+-,X,407,X,273
+++++++-+---++-+--+-++---++--+-+---,++++++-++-++----++--+---++-+-+-+---,X,792,X,322
+++++++-+---++--+-+--+-+-+---++-+--,+++++-+-----+--++-+--+++-++--+++---,X,795,X,333
+++++++-+---++---+-+--++---+-++-+--,++++--+-+-++-+++-+-----+--++-+++---,X,258,X,29
+++++++-+---++---+-+--+-+--++-++---,+++++--+++-+-----+-+-+++--+--+-++--,X,347,X,492
+++++++-+---++------+-++-++-+--++--,+++-+-+-++-+--++---+-+++-+----+++--,X,533,X,112
+++++++-+---+-++----++--+-+-+-++---,++++-++-++-+-----+++--++--+---++-+-,X,584,X,466
+++++++-+---+-+-++-++--+-+---++----,++++-+++--+-++--+---++----+-+++--+-,X,22,X,764
+++++++-+---+-+-+-++-+-+--+--++----,++++-++-++-++---++---+---+--++++---,X,185,X,350
+++++++-+---+-+--+---+-++++---++---,++++-+-++-+--+---+--++-+---+++-++--,X,349,X,272
+++++++-+---+-+---+--+-++---++-++--,++++-+++-----+-++--+++--+-+-++-+---,X,76,X,819
+++++++-+---+-+----++--+-++-+++----,+++-+++-+++--++--+--+-+-+--+-++----,X,329,X,768
+++++++-+---+--+-+++----+-++---++--,+++++-+-++-++---+-++--+-+---++---+-,X,474,X,597
+++++++-+---+--+-+-+-++--+-+--++---,++++---+++-++-+++-++---++-+--+-----,X,276,X,623
+++++++-+---+--+--++-+-+--+-++-+---,++++-++++---+++-++---++--+---+-+---,X,379,X,15
+++++++-+---+--+--+---+++-+-+--++--,++++-+-++-+-----++-++---++-+-+++---,X,46,X,39
+++++++-+---+---++---++-+-+--++-+--,++++-+-+++-+--++--+----++++---+--+-,X,741,X,326
+++++++-+---+----++-++----+-+-+++--,++++---+-++--+-++--+++-++-+-+--+---,X,772,X,51
+++++++-+----+++--+-++-----++--++--,++++-+-++--+-+---+--+-+-+-++++--+--,X,301,X,518
+++++++-+----++-+---++-++-+--++----,+++-+++-++-+-+-+---++-----++-+-++--,X,263,X,644
+++++++-+----++--++-+-+-+---++-+---,++++-++-++-+-+++--++-+--+---++-----,X,699,X,367
+++++++-+----++---+---+-++--+++-+--,+++-++-+-++---+-+--++-++-+-+++-----,X,163,X,725
+++++++-+----++----++-+--++-+++----,+++-++--++-+-++-+-+--+---+---+++-+-,X,210,X,777
+++++++-+----+--+-+-++---++--++-+--,++++-+-+++-+--++-++----+++---+---+-,X,340,X,306
+++++++-+----+--+-+---+++---+-+++--,++++-+--+--++---++--+-+++-++-+---+-,X,155,X,78
+++++++-+----+--+---+-+++-+--+++---,++++-+--+---++-+-+---+-++-++--+++--,X,730,X,340
+++++++-+----+---++--++-+--+++-+---,+++++-+-+-+--+--+--+-+--++--++++---,X,165,X,609
+++++++-+----+---+--++-+-+-+--+++--,++++-+--+-+++-+-++----++--++-++----,X,148,X,93
+++++++-+-----++-++--+---++---+++--,++++-++-+-+-+-+--+--+++----+-++--+-,X,141,X,690
+++++++-+-----++---++--++--+-++-+--,++++-+-+++----++--+---+-+++-+-+--+-,X,727,X,295
+++++++-+-----++---+-++---++-+-++--,+++-++-++-++---+-+-+++-+----+-++---,X,658,X,187
+++++++-+-----++----++--++-+-++-+--,+++++--+-++---++-+++--+---+-+-+-+--,X,761,X,53
+++++++-+-----+--++-+--++---+-+++--,+++++-+---+++---++--+--+-+-++-+-+--,X,675,X,548
+++++++-+-----+--+-++--++--+-+++---,++++-+--+-++---+---+-+++--+-+-+++--,X,774,X,217
+++++++-+------++--++-+---+-+-+++--,++++-++--++-+--+-+--+-++---+++-+---,X,406,X,54
+++++++--++++-+--+-+-+--++-+-------,++++--++-+-+-+--+++-+--++---++--+--,X,478,X,497
+++++++--++++-+--+---++-+-+---+----,+++++--++-+---+-++-++---++--+-+-+--,X,781,X,31
+++++++--++++-+--+---++-+-+---+----,+++-++---++-+----++-+-+++-+--++--+-,X,782,X,32
+++++++--++++-+-----+-+-++---+--+--,+++-++-+--++---+-+++-+-++---+-++---,X,771,X,773
+++++++--++++--+-+---+-+-+--+-+----,++++-+++-+--+--+--++--++--+++-+----,X,545,X,787
+++++++--+++-++--+--+-+++---+------,+++-+-++-+--++-+----+++--+-+-+-++--,X,140,X,308
+++++++--+++-++---+----++-+--++----,++++-++--+--++-+-+-+-+++----+-+--+-,X,244,X,80
+++++++--+++-+--++-++----+-+---+---,+++-++-++----+--+++-+-+-++-+-++----,X,135,X,460
+++++++--+++-+--++-+---++--+-+-----,++++--+-+--+---+-++-+-+++-+++--+---,X,504,X,438
+++++++--+++-+--+-----+++--+-+-+---,+++-+-++-++-+-----+-+++--++--++-+--,X,484,X,713
+++++++--+++-+---+--+-++-+-----++--,++++-+-+---++++--++--+---+-+-++-+--,X,116,X,720
+++++++--+++--++-++--++--+-+-------,++++-+--+-+++----++--+-++-+-+-+-+--,X,107,X,344
+++++++--+++--++-+---++-+--+-+-----,++++--+-+++-+-+--+++-++-+---+---+--,X,636,X,35
+++++++--+++--++--+--+--+-+-++-----,+++-+++-++-+--+-+-+-+++----++----+-,X,544,X,588
+++++++--+++--++----+-++-+-+-+-----,+++-++-++-+++-+-+--+--++---+-++----,X,568,X,173
+++++++--+++--+-+++--+--+-+-----+--,+++++--+---+++-+-+-++-+--++--+-+---,X,738,X,368
+++++++--+++--+-+-+--++-+---+--+---,+++++-+-++-++--+-+--+---++++---+---,X,409,X,100
+++++++--+++--+-+--+-+--++--+---+--,++++-+-+++-++--+-++----+++-+-+-----,X,362,X,476
+++++++--+++--+-+----++-+--++--+---,++++-+-+-+--++-----+-++-++-+++---+-,X,572,X,107
+++++++--+++--+--+--+-+--+++----+--,+++++-+-+-+--++-----++-+-+-+++--+--,X,600,X,264
+++++++--+++---+-+-+--+-++-+-+-----,+++++-++--+-++--++---+--+---+++-+--,X,365,X,222
+++++++--+++---+-+--++-+---++--+---,++++-+++------++-+--+-+-+-++-++--+-,X,235,X,154
+++++++--++-++-++----+-++----+-+---,+++++--++---+-+-+++-++---+-+--+-+--,X,42,X,429
+++++++--++-++-+-+-++-+---++-------,++++--++--+-+-+++-+-+--+--+--+++---,X,166,X,481
+++++++--++-++-+--++---+-+----++---,++++-+-+-+--++--+-+-++-++-+++------,X,137,X,571
+++++++--++-++--++-+-+----++----+--,++++--++-+--+-+--+-+-+-+++-+++-----,X,601,X,195
+++++++--++-++--++-+--+-+---+-+----,++++-+-++-++---+-+----+++-+++---+--,X,791,X,6
+++++++--++-++---+-+---+-+--+-++---,++++-+++--+----+-++--++-+-+++-+----,X,800,X,47
+++++++--++-++-----++--++-+----++--,++++-++-+-+-++-+----+++-+-+---+-+--,X,291,X,530
+++++++--++-+-++-+---+-+-+---++----,+++++-++--+--+++--+-+-++-+-----++--,X,293,X,795
+++++++--++-+-+-+++-++-----+--+----,++++--+-+---++-+++--+-+-++--+-++---,X,499,X,755
+++++++--++-+-+-++---++-+-+-----+--,++++-+-+--++--+---+-++-++----++++--,X,324,X,313
+++++++--++-+-+--+++--+-+---+-+----,++++++-+--++-+--+---+--+++-+--++---,X,582,X,534
+++++++--++-+-+--+-+--++--+--++----,+++++-+-+-+--++++-++-+---+---++----,X,808,X,245
+++++++--++-+-+--+-+---+-++--++----,++++-+--+++--+-----+-+-+++-++-++---,X,825,X,2
+++++++--++--+-+---+-+--+-++-+-+---,++++++-+---++---+--+--++++---+-++--,X,801,X,193
+++++++--++--+--+++-+--+-+-+-+-----,+++++--++++--++----+--+-+--++-+-+--,X,286,X,600
+++++++--++--+--+-+-----++-+-+++---,+++-++-++-+-+----++-++--+++-+-+----,X,320,X,558
+++++++--++--+----++----+++-+-++---,++++-+++-+---+--++-+-+--+-++-+---+-,X,437,X,822
+++++++--++---++++--+-+-+--+---+---,++++--++-+++-+-+-++-+--+-++--+-----,X,551,X,657
+++++++--++---++----+-+--+-+++-+---,++++-+-+-+----+--+-++++--+--++-++--,X,608,X,130
+++++++--++-----+++-+--+---+-++-+--,+++-+++-+++--+--+-+++---+-+--+-+---,X,643,X,436
+++++++--++-----++--++-+---+-++-+--,+++-+++---++-+++-+-+-++-+--+-+-----,X,617,X,82
+++++++--++-----++---+-+-++++--+---,+++-++-+-++-+-+---+-++----++-+--++-,X,122,X,493
+++++++--++-----+-+--++---+-++++---,+++-+++-+---+--+-+++-+--+-+--+-++--,X,91,X,803
+++++++--++------++--+-+-++-++-+---,+++-+++-+--++-++-+----+-+-+--+++---,X,539,X,469
+++++++--++------++--+-+-++-++-+---,+++-+-+++--+++-+-++--+---+-++-+----,X,540,X,470
+++++++--+-+++-+--++---+-+--+-+----,++++-+---+-+----++-++-+++-++---++--,X,786,X,207
+++++++--+-+++--+--+-+-+--++----+--,++++-++++--+-+---+--++--+-+-+++----,X,814,X,218
+++++++--+-++-+++---+-+++------+---,++++--++-+---+-+--+-++-+-+-++--++--,X,355,X,646
+++++++--+-++-++-+-+-++---+----+---,+++-++--+---+++----+++-+-+++-+--+--,X,714,X,163
+++++++--+-++-++-+-+----+---++-+---,+++++--+++---+---++-++-++--+-+-+---,X,591,X,618
+++++++--+-++-+-+++--+--++-----+---,++++-+---++-+++-+-+-++----++--+-+--,X,383,X,601
+++++++--+-++-+-------+++-+-+-++---,+++-++-++--+---++-+--+++---++--+-+-,X,138,X,562
+++++++--+-++--+++-+--+------+++---,+++-++---+-+-+-++-++-+-++--++----+-,X,192,X,233
+++++++--+-++----+--+---++-+-+++---,+++++-+--++--+-+-+-++--+++-+----+--,X,729,X,305
+++++++--+-+-+++----+-+--+--++--+--,++++--+++-+-+--++-+-++-+++-----+---,X,255,X,109
+++++++--+-+-++-++-++-----++----+--,++++-+-+++--++---+-++-++---+-+-+---,X,529,X,622
+++++++--+-+-++--++-+-+-+-----+-+--,++++--+----++--++-+--+++-++-+++----,X,493,X,420
+++++++--+-+-+--++-++----++-+--+---,++++-+-+++----+---+--++--++++-+-+--,X,709,X,337
+++++++--+-+--+++-+-++--+---++-----,++++-+-++-++--++-+++----+-+---+-+--,X,764,X,472
+++++++--+-+--++-+-++---+--+-+-+---,++++++--+++-+---+----+++--+-++--+--,X,767,X,248
+++++++--+-+--++--++-+--+-+-+-+----,++++-+-+++--++-++--+++-------++-+--,X,290,X,205
+++++++--+-+---+-++-+--+---++-++---,+++++-+++----+-+-+--++-+---+--+++--,X,688,X,402
+++++++--+-+---+----+-++--++-+++---,+++++---++--+-++-+-+-++-++-+---+---,X,359,X,443
+++++++--+--+++-+-+-++----+--+-+---,++++-++--+--+--+++-+----++---+++-+-,X,595,X,169
+++++++--+--+--+---++-+-+-+++-+----,++++-++-+++---+++----+--+-+-+--++--,X,755,X,543
+++++++--+---+--+-+-++--+-+--+++---,+++++-++--++-++-+-+---+++-----+-+--,X,818,X,404
+++++++--+-----++--++--++-+-++-+---,+++++--++++-+-+--++-+---+-+--+-+---,X,344,X,789
+++++++---+++--++-++--+-+--+---+---,++++-++-+---+---+-++-+-+---++++--+-,X,629,X,190
+++++++---+++--++-++--+-+--+---+---,++++-+-+-+-----++--++-+--++++-+--+-,X,628,X,191
+++++++---+++--++--+-+-++--+-+-----,+++++-+++-+--+--+---++-+---++-+-+--,X,649,X,662
+++++++---++-+--+++-+-+-+--+--+----,++++-++-+++---+++-+-+----+--++--+--,X,615,X,449
+++++++---+-+++-+++--+-+----+--+---,++++-+-++-++--++----++-+--++-+-+---,X,448,X,683
+++++++---+-+++--+++--+--+--+-+----,++++-+++-++--+--+----++-+-+-+-++---,X,587,X,317
+++++++---+--+----++--+-+++-+++----,++++-++-++-+-+-+-+--+-++---+--++---,X,231,X,709
++++++-++++--+-++----++--++-+------,+++-++---+++--+---+-++-+-+--++-+-+-,X,289,X,167
++++++-++++--+-+---++-+---+--++----,+++-+++-+-+--++--+-+--+-++-+++-----,X,95,X,288
++++++-++++--+--+-+--++--+--+---+--,+++++-+---+++-+-+--+-+-+++---++----,X,12,X,676
++++++-++++--+---+-++--++----+-+---,++++-+---+++-+++-+--+-+--+-++--+---,X,195,X,246
++++++-++++---++-++--+--+-+--+-----,+++-++-+--+++-+----++--+++-+-+-+---,X,295,X,808
++++++-++++---++-+-++--+---+-+-----,++++-+-++---+-+-+++--+--+++--+--+--,X,8,X,511
++++++-++++---++----+--+-+-++--+---,++++--+--+++-+---+--+-++-+++-+-+---,X,66,X,343
++++++-++++---+---+-+---++-++-+----,+++-++-+-++--++-+++----+-+--++-+---,X,546,X,447
++++++-++++----+++---+---++--+--+--,+++++-+---+-+--++-+-++-+-+-++---+--,X,86,X,727
++++++-+++-++-+---+-+---++--+-+----,+++++--++---+--+++-+-++--+-++-+----,X,740,X,825
++++++-+++-++--+-+--+--+++---+-----,++++-+--++-++-+-+-+--++---+++----+-,X,713,X,419
++++++-+++-+---+++--+-+---++--+----,++++-++-+---+--+-+++----++-+-+--++-,X,604,X,289
++++++-+++-+---++---+--+-+++-----+-,+++-++-++-+---+-+--+-++---++-+++---,X,766,X,199
++++++-+++-+---+-+-++----++--++----,++++-+--++-++-+-+-++-+-++------++--,X,612,X,762
++++++-+++--++--++-+--+--+-+-+-----,++++-+-++-+++---+-++--+-+++----+---,X,784,X,721
++++++-+++--++----+-+-+--++-+---+--,++++--+++-+-++-++--+-+--+-+++------,X,358,X,270
++++++-+++--+-++----+-+-+--++----+-,++++-++--+-+++----++-+++--+---+-+--,X,451,X,551
++++++-+++--+-+-+-+-+--+--+-++-----,+++++-++-----++---++-++---++-+-++--,X,445,X,208
++++++-+++--+-+-+-----+-+++----++--,++++-++--+--++-+-+--++++--+-+--+---,X,586,X,812
++++++-+++--+--++-+-++----+-+-+----,++++-++-+-+++---+----+++-+--++--+--,X,682,X,216
++++++-+++---++-++-+---++--+--+----,++++++--++-+-++---+-++-+-+---+-+---,X,337,X,687
++++++-+++---++-+--+-++--+---+---+-,++++-++----+++-++----+-+-+--+++-+--,X,697,X,427
++++++-+++---++-+----+++---+----++-,+++-++-+--+--+-+-+++--+--+++-+---+-,X,392,X,651
++++++-+++---+--++--+-+----++-+--+-,++++-+-----++++--++--+--+-+-+-+++--,X,700,X,49
++++++-+++---+--+--+-++---+-++---+-,+++++-++----+-+--++-+-+---++-+++---,X,647,X,50
++++++-+++---+---+-+--+--+-++++----,++++--++-++--++-+-+-+++--+-+----+--,X,114,X,104
++++++-+++---+-----++-+--+-+++---+-,+++-++-+-+---+++-++----+-++--++-+--,X,189,X,486
++++++-+++----++++-+-+-----+--+-+--,+++-+-+--+-+++--++--++----++-++--+-,X,71,X,160
++++++-+++----++-+-+---+-+--+---++-,++++--++-+---+-++-+-++--+++-++-----,X,73,X,334
++++++-+++----++---+--+-++-++--+---,++++-+-+-+++--++-++-+-----+-+-++---,X,796,X,275
++++++-+++-----++++-+---+-+--+--+--,+++-++--++---++----+-+-++-+--+++-+-,X,622,X,827
++++++-+++-----++-+-----+++-+--++--,++++-++--+-+--++-+-+-++-+-+----++--,X,393,X,745
++++++-+++-----++---++-+--+--+-+-+-,++++-+--++-+++-----+-+++--+-+--++--,X,452,X,589
++++++-+++-----+-+-+--+--++++--+---,++++-++--++-+----+-+-+--++-+--+++--,X,603,X,461
++++++-+++-----+-+--++---+-++-++---,+++++--+++--+---+-+--+-+-+++-+--+--,X,464,X,544
++++++-+++------++----+-+++-+-+--+-,+++-+-++--+---++-++-+---+++--++-+--,X,510,X,679
++++++-++-++++---+---+-+-+--++-----,++++-+-+--+-+--++-+--++++--++--+---,X,606,X,596
++++++-++-+++----++--+-+---+-+--+--,++++-++--++--+-+-++---++++-+-+-----,X,7,X,814
++++++-++-+++-----+-+---+++--+-+---,++++-++---+-+++--+--+-++--+-+---++-,X,378,X,242
++++++-++-++-+-+-+--++---++--+-----,++++++--+-+-++--++-+--+++---+-+----,X,719,X,11
++++++-++-++-+--+-+---++--+++------,+++-+++-+--+++-+--+++---+--+-+---+-,X,684,X,19
++++++-++-++--+---++---+--+-++-+---,++++-++-+-+++---+-+---++++-+---+---,X,425,X,371
++++++-++-++---++++----+--++----+--,++++-++--+---+-+-+++---++-+--+-+-+-,X,264,X,433
++++++-++-++----++---+-+-+-+--+-+--,+++++-+--++++---+---++-++--++----+-,X,93,X,509
++++++-++-+-+++--+---+++-+---+-----,++++---++-+-+-++-++-++-+--++---+---,X,824,X,110
++++++-++-+-++---+++--+--++--+-----,++++-+--+-++++--++-+-+-+-+-----++--,X,265,X,785
++++++-++-+-++----+---+-+-+++--+---,++++--++++---+-+++-++--+--+-+--+---,X,683,X,209
++++++-++-+-++------+-+-+-++--++---,+++++-++---+--+-++--+-++---+++-+---,X,672,X,16
++++++-++-+-+-+---+-++---+++--+----,+++++-++--++--+-+-----++-+-++-++---,X,526,X,105
++++++-++-+-+--++-++---++----+---+-,++++-+---+-+++-+--+-+----++++--++--,X,746,X,86
++++++-++-+-+---++++-----+--+--++--,+++-++-+--++-+-+--+++--+++-+-+-----,X,819,X,579
++++++-++-+-+---+----+++-+--+--++--,++++++--+-+-++-+--++-+---+++---+---,X,650,X,281
++++++-++-+--++--++---+-+--++-+----,++++++--++++----+---++-+-+-+-+--+--,X,380,X,519
++++++-++-+--++---++--+-+-++-----+-,+++++--+++-+--++-+++----+--+-+-+---,X,816,X,119
++++++-++-+--+--++--+----+-+-+++---,++++-+-+---++--++-++-+-+-----++++--,X,246,X,352
++++++-++-+--+--+-+-+-++---+---++--,+++++-+---+-++--++----+-+--+++++---,X,747,X,770
++++++-++-+---++-+++---+-++---+----,++++-+--++-+-----+-+-++--++-+-+++--,X,427,X,237
++++++-++-+---++-+-+---+++--+-+----,++++++--++-+-+-----+-++--+-++--++--,X,466,X,179
++++++-++-+---+-++---++--++---+-+--,++++++-+-+--++++----++-+-+---+--+--,X,621,X,490
++++++-++-+---+---+---++++---++--+-,++++-+-++--+-+--++-+----+++-++---+-,X,142,X,583
++++++-++-+---+---+---+++-+-++-+---,+++++-++---+++--+--+--+-+--+++-+---,X,794,X,345
++++++-++-+-----+-++--+--++---+++--,+++++-+-+--+-+--+++-+---+--+++---+-,X,67,X,164
++++++-++--++++---+-+-+-+--++------,+++++-++-+-+--+--+++---++--+--+-+--,X,575,X,189
++++++-++--+++--+-+-++---++-----+--,+++++--+--+-+---+-++--+-++++-+-+---,X,642,X,384
++++++-++--+++--+-+-+-++--+---+----,++++-+-+++---++++--+--+-++--+----+-,X,430,X,250
